,Year,Round,RaceName,DriverID,Lap1,Lap2,Lap3,Lap4,Lap5,Lap6,Lap7,Stop1,Stop2,Stop3,Stop4,Stop5,Stop6,Stop7,Time1,Time2,Time3,Time4,Time5,Time6,Time7,Duration1,Duration2,Duration3,Duration4,Duration5,Duration6,Duration7,constructorName,position,grid
0,2011,1,Australian Grand Prix,alguersuari,-1.492521508435689,-0.2082010617850828,1.339922838225984,-0.28109896276705837,-0.15022955251062012,-0.07414499822788718,-0.019771960307117736,-0.0197719603071142,0.6964859199622195,1.6121898517679176,-0.29471165329849813,-0.15495032701332587,-0.07548884376849097,-0.019771960307117736,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4712235265438961,0.7335205886956067,1.8825382322701296,-0.27727435148664226,-0.1307535203643075,-0.06001673146310896,-0.01976010086528734,AlphaTauri,11.0,12.0
1,2011,1,Australian Grand Prix,alonso,-0.4142147495178664,0.3559225203082275,1.7234124217939248,-0.28109896276705837,-0.15022955251062012,-0.07414499822788718,-0.019771960307117736,-0.0197719603071142,0.6964859199622195,1.6121898517679176,-0.29471165329849813,-0.15495032701332587,-0.07548884376849097,-0.019771960307117736,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.12275278681678498,0.7557269034832259,1.679972968188947,-0.27727435148664226,-0.1307535203643075,-0.06001673146310896,-0.01976010086528734,Ferrari,4.0,5.0
2,2011,1,Australian Grand Prix,ambrosio,-0.21815897516917135,0.9764584606108688,-0.5775250796137191,-0.28109896276705837,-0.15022955251062012,-0.07414499822788718,-0.019771960307117736,-0.0197719603071142,0.6964859199622195,-0.6202743423197995,-0.29471165329849813,-0.15495032701332587,-0.07548884376849097,-0.019771960307117736,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20428434979638962,0.8966136339691205,-0.5804011207575608,-0.27727435148664226,-0.1307535203643075,-0.06001673146310896,-0.01976010086528734,Marussia,14.0,22.0
3,2011,1,Australian Grand Prix,barrichello,-0.31618686234351884,0.13027308747090338,0.9564332546580434,3.039917868816055,-0.15022955251062012,-0.07414499822788718,-0.019771960307117736,-0.0197719603071142,0.6964859199622195,1.6121898517679176,3.393147128074885,-0.15495032701332587,-0.07548884376849097,-0.019771960307117736,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.05890888365325664,1.8350360477718395,0.9986170799158772,3.860649289182827,-0.1307535203643075,-0.06001673146310896,-0.01976010086528734,Williams,16.0,17.0
4,2011,1,Australian Grand Prix,buemi,-0.12013108799482382,0.46874723672688956,-0.5775250796137191,-0.28109896276705837,-0.15022955251062012,-0.07414499822788718,-0.019771960307117736,-0.0197719603071142,0.6964859199622195,-0.6202743423197995,-0.29471165329849813,-0.15495032701332587,-0.07548884376849097,-0.019771960307117736,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21780231908866732,0.6214198218232925,-0.5804011207575608,-0.27727435148664226,-0.1307535203643075,-0.06001673146310896,-0.01976010086528734,AlphaTauri,8.0,10.0
5,2011,1,Australian Grand Prix,button,0.07592468635387123,-0.09537634536642073,1.4494912906739672,-0.28109896276705837,-0.15022955251062012,-0.07414499822788718,-0.019771960307117736,-0.0197719603071142,0.6964859199622195,1.6121898517679176,-0.29471165329849813,-0.15495032701332587,-0.07548884376849097,-0.019771960307117736,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.1624963526228143,0.638115680719169,1.5397570493510262,-0.27727435148664226,-0.1307535203643075,-0.06001673146310896,-0.01976010086528734,McLaren,6.0,4.0
6,2011,1,Australian Grand Prix,glock,0.17395257352821875,-1.1672111513437102,-0.5775250796137191,-0.28109896276705837,-0.15022955251062012,-0.07414499822788718,-0.019771960307117736,-0.0197719603071142,-1.4348234602271013,-0.6202743423197995,-0.29471165329849813,-0.15495032701332587,-0.07548884376849097,-0.019771960307117736,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.03464168576711987,-1.27845377667301,-0.5804011207575608,-0.27727435148664226,-0.1307535203643075,-0.06001673146310896,-0.01976010086528734,Marussia,15.0,21.0
7,2011,1,Australian Grand Prix,hamilton,-0.02210320082047629,0.8636337441922068,-0.5775250796137191,-0.28109896276705837,-0.15022955251062012,-0.07414499822788718,-0.019771960307117736,-0.0197719603071142,0.6964859199622195,-0.6202743423197995,-0.29471165329849813,-0.15495032701332587,-0.07548884376849097,-0.019771960307117736,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1266615972145522,0.6295621372454197,-0.5804011207575608,-0.27727435148664226,-0.1307535203643075,-0.06001673146310896,-0.01976010086528734,McLaren,2.0,2.0
8,2011,1,Australian Grand Prix,heidfeld,-0.12013108799482382,0.5251595949362207,-0.5775250796137191,-0.28109896276705837,-0.15022955251062012,-0.07414499822788718,-0.019771960307117736,-0.0197719603071142,0.6964859199622195,-0.6202743423197995,-0.29471165329849813,-0.15495032701332587,-0.07548884376849097,-0.019771960307117736,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.16460963149287366,0.7857465512516739,-0.5804011207575608,-0.27727435148664226,-0.1307535203643075,-0.06001673146310896,-0.01976010086528734,Alpine F1 Team,12.0,18.0
9,2011,1,Australian Grand Prix,kobayashi,-0.02210320082047629,0.6379843113548826,-0.5775250796137191,-0.28109896276705837,-0.15022955251062012,-0.07414499822788718,-0.019771960307117736,-0.0197719603071142,0.6964859199622195,-0.6202743423197995,-0.29471165329849813,-0.15495032701332587,-0.07548884376849097,-0.019771960307117736,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00965816540757345,0.7112320282976632,-0.5804011207575608,-0.27727435148664226,-0.1307535203643075,-0.06001673146310896,-0.01976010086528734,Sauber,21.0,9.0
